Country or Area,Year,Age of mother,Value
Estonia,2011,26,855
Estonia,2011,27,1015
Estonia,2011,28,990
Estonia,2011,29,1015
Estonia,2011,30,984
Estonia,2011,31,897
Estonia,2011,32,756
Estonia,2011,33,749
Estonia,2011,34,668
Estonia,2011,35,577
Estonia,2011,36,495
Estonia,2011,37,402
Estonia,2011,38,340
Estonia,2011,39,282
Estonia,2011,40,205
Estonia,2011,41,117
Estonia,2011,42,74
Estonia,2011,43,39
Estonia,2011,44,25
Estonia,2011,45,14
Estonia,2011,46,2
Estonia,2011,47,0
Estonia,2011,48,0
Estonia,2011,49,0
Estonia,2011,50 +,0
Estonia,2010,Total,15825
Estonia,2010,12,0
Estonia,2010,13,0
Estonia,2010,14,0
Estonia,2010,15,15
Estonia,2010,16,47
Estonia,2010,17,110
Estonia,2010,18,185
Estonia,2010,19,294
Estonia,2010,20,434
Estonia,2010,21,526
Estonia,2010,22,604
Estonia,2010,23,717
Estonia,2010,24,891
Estonia,2010,25,986
Estonia,2010,26,1078
Estonia,2010,27,1065
Estonia,2010,28,1115
Estonia,2010,29,998
Estonia,2010,30,954
Estonia,2010,31,915
Estonia,2010,32,861
Estonia,2010,33,757
Estonia,2010,34,634
Estonia,2010,35,597
Estonia,2010,36,539
Estonia,2010,37,401
Estonia,2010,38,320
Estonia,2010,39,298
Estonia,2010,40,208
Estonia,2010,41,135
Estonia,2010,42,76
Estonia,2010,43,30
Estonia,2010,44,24
Estonia,2010,45,7
Estonia,2010,46,2
Estonia,2010,47,1
Estonia,2010,48,1
Estonia,2010,49,0
Estonia,2010,50 +,0
Estonia,2009,Total,15763
Estonia,2009,12,0
Estonia,2009,13,1
Estonia,2009,14,2
Estonia,2009,15,11
Estonia,2009,16,58
Estonia,2009,17,129
Estonia,2009,18,223
Estonia,2009,19,430
Estonia,2009,20,560
Estonia,2009,21,583
Estonia,2009,22,649
Estonia,2009,23,701
Estonia,2009,24,832
Estonia,2009,25,1023
Estonia,2009,26,1051
Estonia,2009,27,1043
Estonia,2009,28,1098
Estonia,2009,29,978
Estonia,2009,30,908
Estonia,2009,31,859
Estonia,2009,32,774
Estonia,2009,33,699
Estonia,2009,34,610
Estonia,2009,35,576
Estonia,2009,36,486
Estonia,2009,37,404
Estonia,2009,38,352
Estonia,2009,39,282
Estonia,2009,40,186
Estonia,2009,41,115
Estonia,2009,42,73
Estonia,2009,43,36
Estonia,2009,44,15
Estonia,2009,45,11
Estonia,2009,46,2
Estonia,2009,47,1
Estonia,2009,48,1
Estonia,2009,49,1
Estonia,2009,50 +,0
Estonia,2009,Unknown,0
Estonia,2008,Total,16028
Estonia,2008,12,0
Estonia,2008,13,0
Estonia,2008,14,2
Estonia,2008,15,24
Estonia,2008,16,68
Estonia,2008,17,182
Estonia,2008,18,309
Estonia,2008,19,460
Estonia,2008,20,583
Estonia,2008,21,641
Estonia,2008,22,680
Estonia,2008,23,774
Estonia,2008,24,888
Estonia,2008,25,1078
Estonia,2008,26,1048
Estonia,2008,27,1010
Estonia,2008,28,988
Estonia,2008,29,942
Estonia,2008,30,937
Estonia,2008,31,879
Estonia,2008,32,809
Estonia,2008,33,671
Estonia,2008,34,665
Estonia,2008,35,532
Estonia,2008,36,487
Estonia,2008,37,375
Estonia,2008,38,327
Estonia,2008,39,259
Estonia,2008,40,165
Estonia,2008,41,102
Estonia,2008,42,60
Estonia,2008,43,38
Estonia,2008,44,21
Estonia,2008,45,10
Estonia,2008,46,6
Estonia,2008,47,2
Estonia,2008,48,5
Estonia,2008,49,0
Estonia,2008,50,1
Estonia,2008,Unknown,0
Estonia,2007,Total,15775
Estonia,2007,12,0
Estonia,2007,13,1
Estonia,2007,14,4
Estonia,2007,15,22
Estonia,2007,16,89
Estonia,2007,17,211
Estonia,2007,18,328
Estonia,2007,19,517
Estonia,2007,20,599
Estonia,2007,21,665
Estonia,2007,22,701
Estonia,2007,23,803
Estonia,2007,24,952
Estonia,2007,25,939
Estonia,2007,26,1031
Estonia,2007,27,1048
Estonia,2007,28,955
Estonia,2007,29,957
Estonia,2007,30,901
Estonia,2007,31,808
Estonia,2007,32,739
Estonia,2007,33,688
Estonia,2007,34,603
Estonia,2007,35,545
Estonia,2007,36,452
Estonia,2007,37,368
Estonia,2007,38,260
Estonia,2007,39,222
Estonia,2007,40,141
Estonia,2007,41,102
Estonia,2007,42,59
Estonia,2007,43,32
Estonia,2007,44,20
Estonia,2007,45,8
Estonia,2007,46,3
Estonia,2007,47,1
Estonia,2007,48,0
Estonia,2007,49,1
Estonia,2007,50,0
Estonia,2007,50 +,0
Estonia,2007,Unknown,0
Estonia,2006,Total,14877
Estonia,2006,0 - 14,3
Estonia,2006,15 - 19,1107
Estonia,2006,20 - 24,3556
Estonia,2006,25 - 29,4799
Estonia,2006,30 - 34,3463
Estonia,2006,35 - 39,1625
Estonia,2006,40 - 44,309
Estonia,2006,45 - 49,12
Estonia,2006,50 +,3
Estonia,2006,Unknown,0
Estonia,2005,Total,14350
Estonia,2005,0 - 14,3
Estonia,2005,15 - 19,1113
Estonia,2005,20 - 24,3583
Estonia,2005,25 - 29,4542
Estonia,2005,30 - 34,3315
Estonia,2005,35 - 39,1501
Estonia,2005,40 - 44,282
Estonia,2005,45 - 49,11
Estonia,2005,50 +,0
Estonia,2005,Unknown,0
Estonia,2003,Total,13036
Estonia,2003,0 - 14,4
Estonia,2003,15 - 19,1093
Estonia,2003,20 - 24,3612
Estonia,2003,25 - 29,4104
Estonia,2003,30 - 34,2798
Estonia,2003,35 - 39,1178
Estonia,2003,40 - 44,233
Estonia,2003,45 - 49,14
Estonia,2002,Total,13001
Estonia,2002,0 - 14,2
Estonia,2002,15 - 19,1137
Estonia,2002,20 - 24,3644
Estonia,2002,25 - 29,4105
Estonia,2002,30 - 34,2729
Estonia,2002,35 - 39,1125
Estonia,2002,40 - 44,252
Estonia,2002,45 - 49,5
Estonia,2002,50 +,1
Estonia,2002,Unknown,1
Estonia,2001,Total,12632
Estonia,2001,0 - 14,3
Estonia,2001,15 - 19,1226
Estonia,2001,20 - 24,3795
Estonia,2001,25 - 29,3872
Estonia,2001,30 - 34,2462
Estonia,2001,35 - 39,1045
Estonia,2001,40 - 44,219
Estonia,2001,45 - 49,8
Estonia,2001,50 +,0
Estonia,2001,Unknown,2
Estonia,2000,Total,13086
Estonia,2000,0 - 14,4
Estonia,2000,15 - 19,1306
Estonia,2000,20 - 24,4041
Estonia,2000,25 - 29,4016
Estonia,2000,30 - 34,2475
Estonia,2000,35 - 39,984
Estonia,2000,40 - 44,250
Estonia,2000,45 - 49,9
Estonia,2000,Unknown,1
Estonia,1997,Total,12626
Estonia,1997,0 - 14,7
Estonia,1997,15 - 19,1506
Estonia,1997,20 - 24,4341
Estonia,1997,25 - 29,3830
Estonia,1997,30 - 34,1878
Estonia,1997,35 - 39,850
Estonia,1997,40 - 44,211
Estonia,1997,45 +,3
Estonia,1996,Total,13291
Estonia,1996,0 - 14,4
Estonia,1996,15 - 19,1714
Estonia,1996,20 - 24,4868
Estonia,1996,25 - 29,3780
Estonia,1996,30 - 34,1896
Estonia,1996,35 - 39,842
Estonia,1996,40 - 44,177
Estonia,1996,45 +,6
Estonia,1996,Unknown,4
Estonia,1995,Total,13560
Estonia,1995,0 - 14,5
Estonia,1995,15 - 19,1856
Estonia,1995,20 - 24,5207
Estonia,1995,25 - 29,3650
Estonia,1995,30 - 34,1884
Estonia,1995,35 - 39,785
Estonia,1995,40 - 44,162
Estonia,1995,45 +,7
Estonia,1995,Unknown,4
Estonia,1994,Total,14178
Estonia,1994,0 - 14,5
Estonia,1994,15 - 19,1994
Estonia,1994,20 - 24,5680
Estonia,1994,25 - 29,3614
Estonia,1994,30 - 34,1924
Estonia,1994,35 - 39,798
Estonia,1994,40 - 44,154
Estonia,1994,45 +,7
Estonia,1994,Unknown,2
Estonia,1993,Total,15170
Estonia,1993,0 - 14,1
Estonia,1993,15 - 19,2239
Estonia,1993,20 - 24,6030
Estonia,1993,25 - 29,3869
Estonia,1993,30 - 34,1983
Estonia,1993,35 - 39,861
Estonia,1993,40 - 44,174
Estonia,1993,45 +,8
Estonia,1993,Unknown,5
Estonia,1992,Total,18006
Estonia,1992,0 - 14,8
Estonia,1992,15 - 19,2634
Estonia,1992,20 - 24,7222
Estonia,1992,25 - 29,4314
Estonia,1992,30 - 34,2537
Estonia,1992,35 - 39,1052
Estonia,1992,40 - 44,226
Estonia,1992,45 +,6
Estonia,1992,Unknown,7
Estonia,1991,Total,19320
Estonia,1991,0 - 14,16
Estonia,1991,15 - 19,2536
Estonia,1991,20 - 24,7677
Estonia,1991,25 - 29,4880
Estonia,1991,30 - 34,2760
Estonia,1991,35 - 39,1190
Estonia,1991,40 - 44,242
Estonia,1991,45 +,9
Estonia,1991,Unknown,10
Estonia,1990,Total,22308
Estonia,1990,0 - 14,12
Estonia,1990,15 - 19,2656
Estonia,1990,20 - 24,8391
Estonia,1990,25 - 29,6097
Estonia,1990,30 - 34,3436
Estonia,1990,35 - 39,1415
Estonia,1990,40 - 44,284
Estonia,1990,45 - 49,12
Estonia,1990,50 +,1
Estonia,1990,Unknown,4
Estonia,1989,Total,24292
Estonia,1989,0 - 19,2559
Estonia,1989,20 - 24,9047
Estonia,1989,25 - 29,7081
Estonia,1989,30 - 34,3790
Estonia,1989,35 - 39,1527
Estonia,1989,40 - 44,279
Estonia,1989,45 - 49,4
Estonia,1989,50 +,5
Estonia,1989,Unknown,0
Estonia,1988,Total,25060
Estonia,1988,0 - 14,11
Estonia,1988,15 - 19,2301
Estonia,1988,20 - 24,9433
Estonia,1988,25 - 29,7514
Estonia,1988,30 - 34,3969
Estonia,1988,35 - 39,1519
Estonia,1988,40 - 44,296
Estonia,1988,45 - 49,10
Estonia,1988,50 +,0
Estonia,1988,Unknown,7
Estonia,1987,Total,25086
Estonia,1987,0 - 14,7
Estonia,1987,15 - 19,2261
Estonia,1987,20 - 24,9618
Estonia,1987,25 - 29,7562
Estonia,1987,30 - 34,3835
Estonia,1987,35 - 39,1555
Estonia,1987,40 - 44,234
Estonia,1987,45 - 49,10
Estonia,1987,50 +,0
Estonia,1987,Unknown,4
Estonia,1986,Total,24106
Estonia,1986,0 - 14,16
Estonia,1986,15 - 19,2116
Estonia,1986,20 - 24,9496
Estonia,1986,25 - 29,7103
Estonia,1986,30 - 34,3711
Estonia,1986,35 - 39,1425
Estonia,1986,40 - 44,231
Estonia,1986,45 - 49,8
Estonia,1986,50 +,0
Estonia,1986,Unknown,0
Faeroe Islands,2007,Total,674
Faeroe Islands,2007,15,0
Faeroe Islands,2007,15 - 19,20
Faeroe Islands,2007,16,4
Faeroe Islands,2007,17,2
Faeroe Islands,2007,18,5
Faeroe Islands,2007,19,9
Faeroe Islands,2007,20,20
Faeroe Islands,2007,20 - 24,104
Faeroe Islands,2007,21,16
Faeroe Islands,2007,22,20
Faeroe Islands,2007,23,23
Faeroe Islands,2007,24,25
Faeroe Islands,2007,25,29
Faeroe Islands,2007,25 - 29,187
Faeroe Islands,2007,26,38
Faeroe Islands,2007,27,35
Faeroe Islands,2007,28,40
Faeroe Islands,2007,29,45
Faeroe Islands,2007,30,40
Faeroe Islands,2007,30 - 34,211
Faeroe Islands,2007,31,48
Faeroe Islands,2007,32,44
Faeroe Islands,2007,33,50
Faeroe Islands,2007,34,29
Faeroe Islands,2007,35,36
Faeroe Islands,2007,35 - 39,129
Faeroe Islands,2007,36,28
Faeroe Islands,2007,37,23
Faeroe Islands,2007,38,25
Faeroe Islands,2007,39,17
Faeroe Islands,2007,40,7
Faeroe Islands,2007,40 - 44,23
Faeroe Islands,2007,41,9
Faeroe Islands,2007,42,2
Faeroe Islands,2007,43,2
Faeroe Islands,2007,44,3
Faeroe Islands,2007,45,0
Faeroe Islands,2007,45 +,0
Faeroe Islands,2007,46,0
Faeroe Islands,2007,47,0
Faeroe Islands,2006,Total,662
Faeroe Islands,2006,15,1
Faeroe Islands,2006,15 - 19,19
Faeroe Islands,2006,16,0
Faeroe Islands,2006,17,2
Faeroe Islands,2006,18,5
Faeroe Islands,2006,19,11
Faeroe Islands,2006,20,22
Faeroe Islands,2006,20 - 24,114
Faeroe Islands,2006,21,19
Faeroe Islands,2006,22,19
Faeroe Islands,2006,23,20
Faeroe Islands,2006,24,34
Faeroe Islands,2006,25,34
Faeroe Islands,2006,25 - 29,186
Faeroe Islands,2006,26,37
Faeroe Islands,2006,27,34
Faeroe Islands,2006,28,34
Faeroe Islands,2006,29,47
Faeroe Islands,2006,30,52
Faeroe Islands,2006,30 - 34,213
Faeroe Islands,2006,31,42
Faeroe Islands,2006,32,46
Faeroe Islands,2006,33,29
Faeroe Islands,2006,34,44
Faeroe Islands,2006,35,29
Faeroe Islands,2006,35 - 39,108
Faeroe Islands,2006,36,30
Faeroe Islands,2006,37,21
Faeroe Islands,2006,38,18
Faeroe Islands,2006,39,10
Faeroe Islands,2006,40,12
Faeroe Islands,2006,40 - 44,20
Faeroe Islands,2006,41,5
Faeroe Islands,2006,42,3
Faeroe Islands,2006,43,0
Faeroe Islands,2006,44,0
Faeroe Islands,2006,45,1
Faeroe Islands,2006,45 +,2
Faeroe Islands,2006,46,1
Faeroe Islands,2006,47,0
Faeroe Islands,2005,Total,712
Faeroe Islands,2005,15,0
Faeroe Islands,2005,15 - 19,20
Faeroe Islands,2005,16,2
Faeroe Islands,2005,17,2
Faeroe Islands,2005,18,9
Faeroe Islands,2005,19,7
Faeroe Islands,2005,20,14
Faeroe Islands,2005,20 - 24,117
Faeroe Islands,2005,21,9
Faeroe Islands,2005,22,27
Faeroe Islands,2005,23,38
Faeroe Islands,2005,24,29
Faeroe Islands,2005,25,40
Faeroe Islands,2005,25 - 29,221
Faeroe Islands,2005,26,37
Faeroe Islands,2005,27,50
Faeroe Islands,2005,28,47
Faeroe Islands,2005,29,47
Faeroe Islands,2005,30,52
Faeroe Islands,2005,30 - 34,201
Faeroe Islands,2005,31,50
Faeroe Islands,2005,32,34
Faeroe Islands,2005,33,33
Faeroe Islands,2005,34,32
Faeroe Islands,2005,35,33
Faeroe Islands,2005,35 - 39,130
Faeroe Islands,2005,36,31
Faeroe Islands,2005,37,23
Faeroe Islands,2005,38,23
Faeroe Islands,2005,39,20
Faeroe Islands,2005,40,11
Faeroe Islands,2005,40 - 44,21
Faeroe Islands,2005,41,5
Faeroe Islands,2005,42,3
Faeroe Islands,2005,43,1
Faeroe Islands,2005,44,1
Faeroe Islands,2005,45,0
Faeroe Islands,2005,45 +,2
Faeroe Islands,2005,46,1
Faeroe Islands,2005,47,1
Faeroe Islands,1991,Total,865
Faeroe Islands,1991,0 - 14,0
Faeroe Islands,1991,15 - 19,49
Faeroe Islands,1991,20 - 24,253
Faeroe Islands,1991,25 - 29,270
Faeroe Islands,1991,30 - 34,203
Faeroe Islands,1991,35 - 39,78
Faeroe Islands,1991,40 +,12
Faeroe Islands,1990,Total,943
Faeroe Islands,1990,0 - 14,0
Faeroe Islands,1990,15 - 19,103
Faeroe Islands,1990,20 - 24,285
Faeroe Islands,1990,25 - 29,294
Faeroe Islands,1990,30 - 34,174
Faeroe Islands,1990,35 - 39,78
Faeroe Islands,1990,40 +,9
Faeroe Islands,1989,Total,933
Faeroe Islands,1989,0 - 14,0
Faeroe Islands,1989,15 - 19,68
Faeroe Islands,1989,20 - 24,251
Faeroe Islands,1989,25 - 29,283
Faeroe Islands,1989,30 - 34,228
Faeroe Islands,1989,35 - 39,91
Faeroe Islands,1989,40 - 44,12
Faeroe Islands,1989,45 - 49,0
Faeroe Islands,1989,50 +,0
Faeroe Islands,1989,Unknown,0
Faeroe Islands,1987,Total,777
Faeroe Islands,1987,0 - 14,0
Faeroe Islands,1987,15 - 19,58
Faeroe Islands,1987,20 - 24,204
Faeroe Islands,1987,25 - 29,267
Faeroe Islands,1987,30 - 34,161
Faeroe Islands,1987,35 - 39,71
Faeroe Islands,1987,40 - 44,16
Faeroe Islands,1987,45 - 49,0
Faeroe Islands,1987,50 +,0
Faeroe Islands,1987,Unknown,0
Faeroe Islands,1986,Total,787
Faeroe Islands,1986,0 - 14,0
Faeroe Islands,1986,15 - 19,72
Faeroe Islands,1986,20 - 24,232
Faeroe Islands,1986,25 - 29,258
Faeroe Islands,1986,30 - 34,152
Faeroe Islands,1986,35 - 39,64
Faeroe Islands,1986,40 - 44,8
Faeroe Islands,1986,45 - 49,1
Faeroe Islands,1986,50 +,0
Faeroe Islands,1986,Unknown,0
Faeroe Islands,1985,Total,738
Faeroe Islands,1985,0 - 14,0
Faeroe Islands,1985,15 - 19,72
Faeroe Islands,1985,20 - 24,195
Faeroe Islands,1985,25 - 29,253
Faeroe Islands,1985,30 - 34,142
Faeroe Islands,1985,35 - 39,66
Faeroe Islands,1985,40 - 44,10
Faeroe Islands,1985,45 - 49,0
Faeroe Islands,1985,50 +,0
Faeroe Islands,1985,Unknown,0
Faeroe Islands,1984,Total,691
Faeroe Islands,1984,0 - 14,0
Faeroe Islands,1984,15 - 19,75
Faeroe Islands,1984,20 - 24,195
Faeroe Islands,1984,25 - 29,220
Faeroe Islands,1984,30 - 34,136
Faeroe Islands,1984,35 - 39,52
Faeroe Islands,1984,40 - 44,13
Faeroe Islands,1984,45 - 49,0
Faeroe Islands,1984,50 +,0
Faeroe Islands,1984,Unknown,0
Faeroe Islands,1983,Total,669
Faeroe Islands,1983,0 - 14,0
Faeroe Islands,1983,15 - 19,65
Faeroe Islands,1983,20 - 24,211
Faeroe Islands,1983,25 - 29,196
Faeroe Islands,1983,30 - 34,136
Faeroe Islands,1983,35 - 39,44
Faeroe Islands,1983,40 - 44,15
Faeroe Islands,1983,45 - 49,2
Faeroe Islands,1983,50 +,0
Faeroe Islands,1983,Unknown,0
Faeroe Islands,1982,Total,726
Faeroe Islands,1982,0 - 14,0
Faeroe Islands,1982,15 - 19,87
Faeroe Islands,1982,20 - 24,226
Faeroe Islands,1982,25 - 29,223
Faeroe Islands,1982,30 - 34,137
Faeroe Islands,1982,35 - 39,42
Faeroe Islands,1982,40 - 44,11
Faeroe Islands,1982,45 - 49,0
Faeroe Islands,1982,50 +,0
Faeroe Islands,1982,Unknown,0
Faeroe Islands,1981,Total,753
Faeroe Islands,1981,0 - 14,0
Faeroe Islands,1981,15 - 19,103
Faeroe Islands,1981,20 - 24,232
Faeroe Islands,1981,25 - 29,212
Faeroe Islands,1981,30 - 34,138
Faeroe Islands,1981,35 - 39,60
Faeroe Islands,1981,40 - 44,8
Faeroe Islands,1981,45 - 49,0
Faeroe Islands,1981,50 +,0
Faeroe Islands,1981,Unknown,0
Faeroe Islands,1980,Total,741
Faeroe Islands,1980,0 - 14,0
Faeroe Islands,1980,15 - 19,103
Faeroe Islands,1980,20 - 24,248
Faeroe Islands,1980,25 - 29,210
Faeroe Islands,1980,30 - 34,117
Faeroe Islands,1980,35 - 39,54
Faeroe Islands,1980,40 - 44,9
Faeroe Islands,1980,45 - 49,0
Faeroe Islands,1980,50 +,0
Faeroe Islands,1980,Unknown,0
Faeroe Islands,1979,Total,790
Faeroe Islands,1979,0 - 14,0
Faeroe Islands,1979,15 - 19,110
Faeroe Islands,1979,20 - 24,235
Faeroe Islands,1979,25 - 29,230
Faeroe Islands,1979,30 - 34,134
Faeroe Islands,1979,35 - 39,66
Faeroe Islands,1979,40 - 44,14
Faeroe Islands,1979,45 - 49,1
Faeroe Islands,1979,50 +,0
Faeroe Islands,1979,Unknown,0
Faeroe Islands,1978,Total,742
Faeroe Islands,1978,0 - 14,0
Faeroe Islands,1978,15 - 19,89
Faeroe Islands,1978,20 - 24,222
Faeroe Islands,1978,25 - 29,240
Faeroe Islands,1978,30 - 34,116
Faeroe Islands,1978,35 - 39,68
Faeroe Islands,1978,40 - 44,7
Faeroe Islands,1978,45 - 49,0
Faeroe Islands,1978,50 +,0
Faeroe Islands,1978,Unknown,0
Faeroe Islands,1977,Total,759
Faeroe Islands,1977,0 - 14,0
Faeroe Islands,1977,15 - 19,114
Faeroe Islands,1977,20 - 24,233
Faeroe Islands,1977,25 - 29,220
Faeroe Islands,1977,30 - 34,117
Faeroe Islands,1977,35 - 39,62
Faeroe Islands,1977,40 - 44,11
Faeroe Islands,1977,45 - 49,0
Faeroe Islands,1977,50 +,0
Faeroe Islands,1977,Unknown,2
Faeroe Islands,1976,Total,756
Faeroe Islands,1976,0 - 14,0
Faeroe Islands,1976,15 - 19,118
Faeroe Islands,1976,20 - 24,237
Faeroe Islands,1976,25 - 29,212
Faeroe Islands,1976,30 - 34,124
Faeroe Islands,1976,35 - 39,50
Faeroe Islands,1976,40 - 44,13
Faeroe Islands,1976,45 - 49,1
Faeroe Islands,1976,50 +,0
Faeroe Islands,1976,Unknown,1
Faeroe Islands,1975,Total,781
Faeroe Islands,1975,0 - 14,0
Faeroe Islands,1975,15 - 19,119
Faeroe Islands,1975,20 - 24,242
Faeroe Islands,1975,25 - 29,231
Faeroe Islands,1975,30 - 34,125
Faeroe Islands,1975,35 - 39,44
Faeroe Islands,1975,40 - 44,16
Faeroe Islands,1975,45 - 49,1
Faeroe Islands,1975,50 +,0
Faeroe Islands,1975,Unknown,3
Faeroe Islands,1974,Total,798
Faeroe Islands,1974,0 - 14,0
Faeroe Islands,1974,15 - 19,129
Faeroe Islands,1974,20 - 24,251
Faeroe Islands,1974,25 - 29,231
Faeroe Islands,1974,30 - 34,117
Faeroe Islands,1974,35 - 39,44
Faeroe Islands,1974,40 - 44,23
Faeroe Islands,1974,45 - 49,3
Faeroe Islands,1974,50 +,0
Faeroe Islands,1974,Unknown,0
Faeroe Islands,1973,Total,808
Faeroe Islands,1973,0 - 14,0
Faeroe Islands,1973,15 - 19,119
Faeroe Islands,1973,20 - 24,294
Faeroe Islands,1973,25 - 29,200
Faeroe Islands,1973,30 - 34,121
Faeroe Islands,1973,35 - 39,51
Faeroe Islands,1973,40 - 44,19
Faeroe Islands,1973,45 - 49,3
Faeroe Islands,1973,50 +,0
Faeroe Islands,1973,Unknown,1
Faeroe Islands,1972,Total,798
Faeroe Islands,1972,0 - 14,0
Faeroe Islands,1972,15 - 19,113
Faeroe Islands,1972,20 - 24,268
Faeroe Islands,1972,25 - 29,218
Faeroe Islands,1972,30 - 34,123
Faeroe Islands,1972,35 - 39,60
Faeroe Islands,1972,40 - 44,16
Faeroe Islands,1972,45 - 49,0
Faeroe Islands,1972,50 +,0
Faeroe Islands,1972,Unknown,0
Faeroe Islands,1971,Total,779
Faeroe Islands,1971,0 - 14,0
Faeroe Islands,1971,15 - 19,116
Faeroe Islands,1971,20 - 24,263
Faeroe Islands,1971,25 - 29,209
Faeroe Islands,1971,30 - 34,105
Faeroe Islands,1971,35 - 39,54
Faeroe Islands,1971,40 - 44,30
Faeroe Islands,1971,45 - 49,2
Faeroe Islands,1971,50 +,0
Faeroe Islands,1971,Unknown,0
Faeroe Islands,1970,Total,814
Faeroe Islands,1970,0 - 14,0
Faeroe Islands,1970,15 - 19,120
Faeroe Islands,1970,20 - 24,274
Faeroe Islands,1970,25 - 29,198
Faeroe Islands,1970,30 - 34,117
Faeroe Islands,1970,35 - 39,74
Faeroe Islands,1970,40 - 44,28
Faeroe Islands,1970,45 - 49,3
Faeroe Islands,1970,50 +,0
Faeroe Islands,1970,Unknown,0
Faeroe Islands,1969,Total,843
Faeroe Islands,1969,0 - 14,0
Faeroe Islands,1969,15 - 19,125
Faeroe Islands,1969,20 - 24,266
Faeroe Islands,1969,25 - 29,213
Faeroe Islands,1969,30 - 34,133
Faeroe Islands,1969,35 - 39,77
Faeroe Islands,1969,40 - 44,26
Faeroe Islands,1969,45 - 49,3
Faeroe Islands,1969,50 +,0
Faeroe Islands,1969,Unknown,0
Faeroe Islands,1968,Total,878
Faeroe Islands,1968,0 - 14,0
Faeroe Islands,1968,15 - 19,137
Faeroe Islands,1968,20 - 24,285
Faeroe Islands,1968,25 - 29,214
Faeroe Islands,1968,30 - 34,116
Faeroe Islands,1968,35 - 39,96
Faeroe Islands,1968,40 - 44,30
Faeroe Islands,1968,45 - 49,0
Faeroe Islands,1968,50 +,0
Faeroe Islands,1968,Unknown,0
Faeroe Islands,1966,Total,969
Faeroe Islands,1966,0 - 14,0
Faeroe Islands,1966,15 - 19,122
Faeroe Islands,1966,20 - 24,308
Faeroe Islands,1966,25 - 29,236
Faeroe Islands,1966,30 - 34,146
Faeroe Islands,1966,35 - 39,102
Faeroe Islands,1966,40 - 44,52
Faeroe Islands,1966,45 - 49,3
Faeroe Islands,1966,50 +,0
Faeroe Islands,1966,Unknown,0
Faeroe Islands,1965,Total,889
Faeroe Islands,1965,0 - 14,0
Faeroe Islands,1965,15 - 19,88
Faeroe Islands,1965,20 - 24,298
Faeroe Islands,1965,25 - 29,201
Faeroe Islands,1965,30 - 34,165
Faeroe Islands,1965,35 - 39,90
Faeroe Islands,1965,40 - 44,41
Faeroe Islands,1965,45 - 49,5
Faeroe Islands,1965,50 +,0
Faeroe Islands,1965,Unknown,1
Falkland Islands (Malvinas),1992,Total,27
Falkland Islands (Malvinas),1992,0 - 14,0
Falkland Islands (Malvinas),1992,15 - 19,4
Falkland Islands (Malvinas),1992,20 - 24,5
Falkland Islands (Malvinas),1992,25 - 29,10
Falkland Islands (Malvinas),1992,30 - 34,7
Falkland Islands (Malvinas),1992,35 +,1
Falkland Islands (Malvinas),1991,Total,26
Falkland Islands (Malvinas),1991,0 - 14,0
Falkland Islands (Malvinas),1991,15 - 19,5
Falkland Islands (Malvinas),1991,20 - 24,5
Falkland Islands (Malvinas),1991,25 - 29,8
Falkland Islands (Malvinas),1991,30 - 34,5
Falkland Islands (Malvinas),1991,35 - 39,1
Falkland Islands (Malvinas),1991,40 +,2
Fiji,2004,Total,17189
Fiji,2004,0 - 14,7
Fiji,2004,15 - 19,1194
Fiji,2004,20 - 24,5684
Fiji,2004,25 - 29,5126
Fiji,2004,30 - 34,3033
Fiji,2004,35 - 39,1592
Fiji,2004,40 - 44,464
Fiji,2004,45 - 49,43
Fiji,2004,50 +,0
Fiji,2004,Unknown,46
Fiji,1987,Total,19445
Fiji,1987,0 - 14,2
Fiji,1987,15 - 19,2174
Fiji,1987,20 - 24,7642
Fiji,1987,25 - 29,5607
Fiji,1987,30 - 34,2566
Fiji,1987,35 - 39,1101
Fiji,1987,40 - 44,254
Fiji,1987,45 - 49,18
Fiji,1987,50 +,0
Fiji,1987,Unknown,81
Fiji,1986,Total,19045
Fiji,1986,0 - 14,7
Fiji,1986,15 - 19,1914
Fiji,1986,20 - 24,7230
Fiji,1986,25 - 29,5616
Fiji,1986,30 - 34,2578
Fiji,1986,35 - 39,1170
Fiji,1986,40 - 44,293
Fiji,1986,45 - 49,64
Fiji,1986,50 +,10
Fiji,1986,Unknown,163
Fiji,1985,Total,19464
Fiji,1985,0 - 14,2
Fiji,1985,15 - 19,2156
Fiji,1985,20 - 24,7720
Fiji,1985,25 - 29,5432
Fiji,1985,30 - 34,2595
Fiji,1985,35 - 39,1110
Fiji,1985,40 - 44,302
Fiji,1985,45 - 49,44
Fiji,1985,50 +,7
Fiji,1985,Unknown,96
Fiji,1984,Total,19502
Fiji,1984,0 - 14,7
Fiji,1984,15 - 19,2157
Fiji,1984,20 - 24,7646
Fiji,1984,25 - 29,5451
Fiji,1984,30 - 34,2698
Fiji,1984,35 - 39,1148
Fiji,1984,40 - 44,318
Fiji,1984,45 - 49,50
Fiji,1984,50 +,7
Fiji,1984,Unknown,20
Fiji,1983,Total,19802
Fiji,1983,0 - 14,10
Fiji,1983,15 - 19,2031
Fiji,1983,20 - 24,7797
Fiji,1983,25 - 29,5565
Fiji,1983,30 - 34,2822
